"id","gender","age","province","income","bank","num_products","client_duration","payment","distrn","option","family","lapse_indicator","single_premium","couple_premium","family_premium"
X14581,Female,41,KZN,8800.0,FNB,1,2,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X14583,Female,44,WC,46900.0,Standard,1,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X00137,Male,42,WC,,,2,4,,Internal,PrimaryPlus,Family,1,750,1350,2400
X02312,Male,52,EC,71600.0,FNB,2,1,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X19134,Female,37,WC,34300.0,Capitec,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02314,Female,40,EC,9300.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10088,Male,42,GP,27300.0,Nedbank,3,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02330,Male,45,LP,12200.0,ABSA,2,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X10096,Male,44,WC,56300.0,Other,2,0,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X10099,Male,39,WC,33100.0,Nedbank,4,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X17063,Male,49,MP,24700.0,Standard,2,0,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X02365,Female,44,MP,7500.0,FNB,3,1,Debit order,Digital,PrimaryPlus,Couple,1,750,1350,2400
X02374,Male,47,LP,96500.0,FNB,1,0,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X18349,Male,47,EC,,Capitec,3,3,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X02394,Male,53,KZN,3500.0,ABSA,1,1,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X14609,Female,47,FS,36700.0,ABSA,1,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02401,Male,38,GP,14100.0,Capitec,3,1,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14615,Male,58,NW,24900.0,Nedbank,3,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02414,Female,44,WC,30400.0,Capitec,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X17070,Male,47,FS,,Capitec,2,0,Debit order,Digital,PrimaryPlus,Couple,0,750,1350,2400
X02424,Female,35,LP,12300.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X10136,Male,52,KZN,,ABSA,2,1,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02427,Male,51,MP,19000.0,ABSA,2,0,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X14625,Female,43,GP,20700.0,Capitec,6,3,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X17077,Male,44,WC,7000.0,Capitec,2,1,Debit order,Digital,PrimaryPlus,Single,0,750,1350,2400
X14646,Male,39,WC,12500.0,ABSA,7,0,Debit order,Brooker,PrimaryPlus,Couple,0,750,1350,2400
X10159,Female,56,WC,25300.0,ABSA,4,4,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X02445,Male,48,WC,11900.0,Capitec,2,2,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X14648,Male,39,KZN,16200.0,Capitec,1,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X02450,Male,47,GP,11700.0,Capitec,2,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X02459,Female,53,LP,,Nedbank,4,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X17080,Male,34,EC,18800.0,Nedbank,4,0,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X00296,Male,41,NW,21700.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X02490,Male,49,KZN,12400.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X14652,Female,38,FS,9900.0,Standard,1,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X18352,Female,51,WC,43200.0,ABSA,7,0,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X14659,Male,42,WC,10300.0,FNB,4,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02514,Female,46,FS,21900.0,Capitec,3,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X14660,Female,36,EC,5900.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X02521,Male,44,WC,46400.0,FNB,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02534,Female,48,NW,23700.0,Capitec,1,3,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X10199,Male,49,MP,8800.0,Nedbank,2,2,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X02540,Male,41,KZN,,,2,1,,Digital,PrimaryPlus,Family,0,750,1350,2400
X02541,Male,54,GP,22900.0,Capitec,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X10206,Female,37,NW,4900.0,Capitec,6,5,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X17093,Male,39,EC,13600.0,FNB,6,3,Stop order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02549,Male,43,KZN,18600.0,ABSA,2,2,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X10210,Male,56,LP,8000.0,Capitec,6,2,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X02554,Male,45,KZN,,ABSA,1,0,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10212,Male,41,KZN,20300.0,Capitec,5,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X17094,Female,39,LP,51900.0,FNB,7,1,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X18358,Male,45,GP,12900.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X17096,Male,52,NW,63000.0,FNB,5,0,Debit order,Digital,PrimaryPlus,Family,1,750,1350,2400
X10251,Female,55,KZN,8500.0,Capitec,2,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10253,Male,36,GP,26600.0,FNB,2,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10254,Male,35,WC,10100.0,FNB,1,1,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X10265,Female,46,FS,13000.0,FNB,1,1,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X10282,Male,44,NW,,Capitec,6,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10290,Male,50,NW,10900.0,FNB,1,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02622,Male,50,NC,24300.0,FNB,4,2,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X00110,Female,51,MP,8300.0,FNB,3,1,Stop order,Internal,PrimaryPlus,Family,0,750,1350,2400
X02639,Male,43,NW,33900.0,ABSA,1,2,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X17097,Male,47,WC,51200.0,FNB,2,1,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14682,Male,42,GP,19100.0,FNB,1,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X10308,Female,43,GP,12600.0,ABSA,3,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X14686,Female,50,LP,32300.0,FNB,1,1,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X02668,Male,49,WC,11600.0,Standard,1,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X10318,Male,51,MP,18200.0,ABSA,3,0,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02678,Female,49,EC,6200.0,Nedbank,1,1,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X17100,Female,35,KZN,15000.0,Capitec,5,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X18383,Male,54,EC,15800.0,Capitec,1,0,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X02696,Male,53,WC,,ABSA,1,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X10329,Female,43,GP,6300.0,FNB,3,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X00226,Male,45,GP,10700.0,FNB,1,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02700,Male,46,KZN,,Capitec,1,4,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X14705,Female,51,KZN,9300.0,Nedbank,3,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X17112,Male,43,KZN,9900.0,ABSA,2,0,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X10348,Male,58,KZN,,FNB,2,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X18385,Male,46,GP,,Capitec,1,2,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X18393,Male,44,EC,38700.0,ABSA,5,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10360,Female,50,EC,28000.0,Standard,6,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X17131,Female,43,FS,10100.0,Capitec,3,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X14733,Male,53,KZN,11200.0,Capitec,4,3,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X02811,Female,41,FS,18300.0,Capitec,2,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X02813,Male,49,MP,10100.0,,6,1,,Broker,PrimaryPlus,Couple,1,750,1350,2400
X10395,Female,43,NW,10600.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X10397,Male,40,WC,97700.0,FNB,3,0,Stop order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X10404,Female,46,WC,25000.0,Capitec,3,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X02832,Female,47,GP,22100.0,FNB,7,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X02847,Female,36,GP,13600.0,ABSA,2,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X02848,Male,50,GP,85100.0,FNB,1,1,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X19550,Male,50,GP,41800.0,ABSA,7,1,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02862,Male,42,NC,30700.0,ABSA,3,2,Debit order,Brooker,PrimaryPlus,Family,0,750,1350,2400
X10420,Female,44,MP,17100.0,ABSA,3,2,Stop order,Broker,PrimaryPlus,Single,1,750,1350,2400
X02870,Male,48,GP,16500.0,Capitec,10,1,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X19145,Female,40,WC,3300.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X02883,Female,44,MP,21000.0,FNB,2,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X10423,Female,39,MP,13200.0,Capitec,2,0,Debit order,Digital,PrimaryPlus,Family,1,750,1350,2400
X02890,Male,39,KZN,26300.0,FNB,3,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10427,Female,43,EC,29800.0,Standard,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X02905,Male,48,KZN,21500.0,FNB,1,0,Stop order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X10442,Female,31,KZN,18300.0,Capitec,4,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X10443,Female,47,LP,11100.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10447,Female,40,WC,,FNB,1,4,Stop order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X18407,Female,21,WC,18100.0,FNB,2,2,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X02941,Female,44,NW,,Capitec,2,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X02955,Male,40,EC,22600.0,Standard,1,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X17203,Female,42,WC,,Standard,1,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10471,Male,47,GP,81400.0,FNB,1,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X18417,Male,47,GP,13500.0,FNB,3,2,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10479,Male,41,MP,17800.0,Capitec,3,1,Debit order,Digital,PrimaryPlus,Family,0,750,1350,2400
X02972,Female,37,EC,13100.0,FNB,6,2,Stop order,Internal,PrimaryPlus,Family,0,750,1350,2400
X19148,Female,54,KZN,6400.0,FNB,1,0,Stop order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X10497,Female,52,GP,22800.0,ABSA,3,2,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10499,Female,50,GP,21400.0,FNB,2,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14788,Male,37,GP,14400.0,Capitec,3,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03000,Male,44,NW,16100.0,Capitec,3,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03008,Female,46,KZN,,FNB,1,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X03009,Male,45,WC,16900.0,Capitec,4,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X17216,Female,53,KZN,22400.0,ABSA,5,2,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03016,Female,38,KZN,12100.0,FNB,2,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03025,Male,40,NC,12500.0,FNB,2,0,Stop order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14797,Male,45,NW,6400.0,Capitec,3,2,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X03046,Male,35,WC,,Capitec,2,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X14799,Male,37,WC,27900.0,Nedbank,2,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10515,Female,40,GP,22000.0,Capitec,3,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X03062,Male,38,GP,10200.0,FNB,2,2,Stop order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X10524,Male,37,GP,3400.0,Capitec,7,2,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X18431,Female,34,WC,60100.0,Standard,4,0,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X10541,Male,40,MP,8400.0,Capitec,1,2,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X03076,Female,41,NC,14500.0,Capitec,2,1,Debit order,Brooker,PrimaryPlus,Couple,0,750,1350,2400
X03091,Male,44,FS,12400.0,Capitec,1,4,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X17233,Male,32,EC,29500.0,Nedbank,2,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X10555,Female,36,NW,18400.0,FNB,9,1,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X03120,Male,48,WC,11600.0,FNB,1,0,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X17238,Male,46,GP,34500.0,FNB,4,4,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X14833,Female,46,EC,13400.0,Capitec,4,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X10572,Male,38,KZN,31200.0,Capitec,1,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X03135,Male,34,WC,36500.0,Capitec,6,1,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X10575,Male,42,LP,6000.0,ABSA,10,0,Stop order,Broker,PrimaryPlus,Single,0,750,1350,2400
X03142,Female,39,GP,42900.0,FNB,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X18432,Female,43,EC,6500.0,Capitec,5,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X19160,Male,44,WC,12000.0,FNB,3,1,Stop order,Internal,PrimaryPlus,Single,0,750,1350,2400
X10583,Female,39,NC,8300.0,Capitec,2,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X03172,Female,35,KZN,,FNB,4,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X10587,Male,54,WC,9800.0,Standard,3,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X10589,Male,41,KZN,18500.0,Nedbank,1,0,Stop order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X10592,Female,46,GP,8900.0,ABSA,1,0,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X10593,Female,43,GP,4900.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03199,Male,37,WC,37600.0,Other,2,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03205,Male,40,GP,12000.0,Standard,1,3,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X19756,Female,56,EC,5600.0,Standard,3,1,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X14842,Male,56,GP,34100.0,ABSA,1,2,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X10615,Male,54,EC,4600.0,ABSA,3,2,Debit order,Digital,PrimaryPlus,Couple,0,750,1350,2400
X03220,Female,35,KZN,6200.0,Nedbank,4,1,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X03229,Female,45,MP,5800.0,Standard,1,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03231,Female,42,KZN,10600.0,FNB,3,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10620,Male,47,WC,29900.0,Capitec,1,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X19170,Male,36,GP,26500.0,Nedbank,1,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03247,Male,50,GP,16000.0,ABSA,2,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03256,Male,51,MP,35700.0,Nedbank,4,0,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X03264,Male,57,GP,23100.0,FNB,4,0,Stop order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10629,Female,55,NW,9600.0,Capitec,3,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X19758,Male,44,EC,19700.0,Capitec,3,0,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03290,Male,49,KZN,6700.0,Capitec,2,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X03291,Male,57,EC,4900.0,FNB,1,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03297,Male,54,LP,19400.0,Standard,4,3,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10642,Male,50,MP,42100.0,Standard,2,2,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X03303,Male,42,WC,50300.0,FNB,3,0,Stop order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X03311,Male,39,WC,,Capitec,1,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14887,Female,35,WC,10900.0,ABSA,1,0,Debit order,Internal,PrimaryPlus,Couple,1,750,1350,2400
X14902,Female,47,EC,10500.0,ABSA,2,0,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X10669,Female,49,GP,11400.0,Standard,1,0,Stop order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03365,Male,46,KZN,,FNB,8,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03369,Male,49,KZN,12500.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10684,Female,40,GP,19200.0,FNB,4,1,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X18447,Female,55,WC,21100.0,Nedbank,1,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X03387,Female,50,GP,16900.0,Capitec,3,0,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X10692,Male,50,EC,11000.0,ABSA,9,1,Debit order,Digital,PrimaryPlus,Couple,0,750,1350,2400
X03390,Female,46,GP,28600.0,Nedbank,1,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10693,Male,52,GP,11500.0,FNB,7,4,Debit order,Digital,PrimaryPlus,Family,1,750,1350,2400
X19188,Male,36,WC,,ABSA,1,0,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X10706,Male,52,FS,27900.0,Standard,1,0,Stop order,Internal,PrimaryPlus,Family,1,750,1350,2400
X03413,Female,42,WC,8500.0,Capitec,3,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X14937,Female,34,GP,12000.0,Nedbank,1,1,Stop order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03419,Male,44,EC,,FNB,2,3,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X03435,Male,57,WC,94300.0,ABSA,5,1,Debit order,Digital,PrimaryPlus,Family,0,750,1350,2400
X10709,Female,42,MP,16200.0,Capitec,7,2,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X18460,Male,60,LP,22300.0,Capitec,1,0,Debit order,Digital,PrimaryPlus,Single,1,750,1350,2400
X17291,Male,44,GP,8700.0,ABSA,4,3,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X03454,Male,40,GP,35500.0,Standard,3,0,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03455,Female,52,MP,31600.0,Other,4,0,Stop order,Broker,PrimaryPlus,Family,0,750,1350,2400
X19193,Male,44,KZN,33600.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03462,Male,39,WC,12600.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X14955,Female,35,GP,33600.0,Standard,5,2,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03470,Female,38,WC,15000.0,FNB,1,5,Debit order,Digital,PrimaryPlus,Family,0,750,1350,2400
X03478,Female,38,WC,8800.0,Capitec,1,0,Debit order,Broker,PrimaryPlus,Single,0,750,1350,2400
X03481,Male,52,GP,57500.0,Standard,2,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03493,Female,39,GP,17500.0,Capitec,1,3,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X10740,Female,40,EC,11000.0,Capitec,1,0,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X03497,Female,51,NW,14100.0,Capitec,4,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X17303,Female,37,WC,8100.0,Capitec,7,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X14967,Male,44,NW,20700.0,Standard,2,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X14969,Male,51,WC,25400.0,FNB,1,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03535,Male,56,WC,8300.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03536,Male,52,WC,17700.0,FNB,1,2,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X10759,Male,40,GP,17700.0,Capitec,3,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X10761,Female,36,GP,26600.0,Standard,1,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03553,Female,54,GP,13800.0,FNB,2,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10777,Female,46,KZN,8400.0,Standard,2,0,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X03572,Female,42,GP,25800.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X17309,Male,27,NW,7500.0,Nedbank,2,0,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X14971,Male,45,WC,15400.0,Capitec,1,2,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X17310,Female,52,EC,9600.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Family,1,750,1350,2400
X14987,Male,34,FS,12000.0,FNB,6,0,Stop order,Internal,PrimaryPlus,Single,0,750,1350,2400
X14991,Female,54,NW,7000.0,Capitec,4,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03601,Female,36,GP,24900.0,Standard,4,1,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X17318,Male,52,MP,21900.0,Capitec,2,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03607,Male,41,KZN,28000.0,FNB,2,5,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03618,Female,51,GP,25700.0,ABSA,3,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03625,Female,28,LP,25700.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Single,1,750,1350,2400
X15017,Male,46,KZN,19600.0,Capitec,2,3,Debit order,Digital,PrimaryPlus,Family,1,750,1350,2400
X10821,Male,37,GP,38900.0,ABSA,1,2,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X03634,Male,40,GP,5800.0,Capitec,2,0,Debit order,Internal,PrimaryPlus,Single,1,750,1350,2400
X03641,Male,46,NW,14000.0,ABSA,1,0,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X15027,Female,42,NW,22900.0,Capitec,4,1,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X03652,Female,42,MP,24800.0,FNB,6,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X15029,Female,34,NC,27200.0,Standard,4,2,Debit order,Digital,PrimaryPlus,Couple,0,750,1350,2400
X18485,Male,32,MP,19700.0,ABSA,3,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X10844,Male,34,WC,10500.0,Capitec,1,1,Debit order,Digital,PrimaryPlus,Single,1,750,1350,2400
X03696,Male,52,MP,,Capitec,2,0,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X19209,Male,50,NW,28900.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X17325,Male,45,GP,,,2,0,,Broker,PrimaryPlus,Family,1,750,1350,2400
X03725,Male,41,GP,,FNB,1,5,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X17326,Female,52,LP,29100.0,ABSA,5,1,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X03739,Male,57,LP,10600.0,Capitec,1,1,Debit order,Broker,PrimaryPlus,Couple,1,750,1350,2400
X17327,Male,39,EC,27100.0,FNB,3,3,Debit order,Broker,PrimaryPlus,Family,1,750,1350,2400
X00200,Female,46,WC,14000.0,Nedbank,4,3,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03752,Male,52,WC,69700.0,Other,1,0,Stop order,Broker,PrimaryPlus,Family,1,750,1350,2400
X15062,Female,43,KZN,10500.0,Capitec,9,0,Debit order,Broker,PrimaryPlus,Family,0,750,1350,2400
X10867,Female,44,MP,9900.0,Capitec,1,1,Debit order,Internal,PrimaryPlus,Couple,0,750,1350,2400
X03763,Female,37,GP,2180000.0,Capitec,2,3,Debit order,Broker,PrimaryPlus,Couple,0,750,1350,2400
X17330,Male,37,LP,,,4,1,,Internal,PrimaryPlus,Single,1,750,1350,2400
X03780,Female,37,MP,7100.0,ABSA,1,1,Debit order,Internal,PrimaryPlus,Single,0,750,1350,2400
X10870,Female,31,EC,29200.0,Standard,1,2,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
X19210,Male,46,EC,,Standard,3,5,Debit order,Internal,PrimaryPlus,Family,0,750,1350,2400
