id,gender,age,province,income,bank,num_products,client_duration,payment,distrn
X01101,M,55,KZN,,,3,0,,Broker
X01102,F,48,WC,25700.0,Standard,9,2,Debit order,Broker
X01103,F,32,GP,11100.0,Other,2,1,Stop order,Internal
X01104,M,43,KZN,66300.0,FNB,3,0,Debit order,Broker
X01105,M,45,GP,17500.0,Capitec,4,2,Debit order,Internal
X01106,F,41,KZN,31200.0,Capitec,7,0,Debit order,Broker
X01107,Male,52,KZN,8400.0,Nedbank,3,0,Debit order,Internal
X01108,F,46,EC,5800.0,ABSA,3,0,Stop order,Broker
X01109,M,51,NW,2400.0,Nedbank,2,1,Debit order,Internal
X01110,M,53,WC,40200.0,Standard,2,2,Debit order,Broker
X01111,M,49,GP,5300.0,Capitec,4,0,Debit order,Internal
X01112,M,60,EC,50000.0,ABSA,9,2,Debit order,Broker
X01113,M,42,MP,13900.0,Capitec,1,1,Debit order,Broker
X01114,M,45,KZN,8800.0,FNB,1,1,Debit order,Broker
X01115,F,40,GP,11300.0,Capitec,2,3,Debit order,Internal
X01116,M,44,GP,19700.0,FNB,1,0,Debit order,Broker
X01117,M,48,EC,,,1,0,,Broker
X01118,F,40,FS,5500.0,ABSA,4,3,Debit order,Internal
X01119,F,42,WC,5700.0,FNB,1,2,Debit order,Internal
X01120,F,47,KZN,64000.0,ABSA,2,0,Debit order,Internal
X01121,M,46,GP,89900.0,ABSA,2,0,Stop order,Broker
X01122,F,49,WC,,ABSA,1,3,Debit order,Internal
X01123,F,52,GP,10000.0,Capitec,8,0,Debit order,Internal
X01124,M,70,GP,13300.0,Capitec,1,4,Debit order,Broker
X01125,F,49,KZN,67400.0,Standard,2,1,Debit order,Internal
X01126,Male,49,GP,43100.0,FNB,1,1,Stop order,Internal
X01127,F,47,KZN,17600.0,ABSA,1,1,Stop order,Internal
X01128,F,53,KZN,,ABSA,3,2,Debit order,Broker
X01129,M,48,WC,8400.0,Capitec,3,0,Debit order,Internal
X01130,F,39,GP,12200.0,Capitec,2,0,Debit order,Digital
X01131,F,45,NC,60100.0,ABSA,4,4,Debit order,Broker
X01132,Male,45,GP,,FNB,3,0,Debit order,Internal
X01133,Male,43,WC,10700.0,Capitec,2,0,Debit order,Internal
X01134,M,43,KZN,8700.0,Capitec,4,0,Debit order,Internal
X01135,M,51,MP,4200.0,Capitec,1,0,Debit order,Internal
X01136,F,46,GP,12800.0,Standard,4,0,Stop order,Broker
X01137,F,48,KZN,11700.0,Capitec,3,0,Debit order,Broker
X01138,F,36,KZN,7400.0,Capitec,2,4,Debit order,Internal
X01139,M,46,GP,58200.0,ABSA,2,1,Debit order,Broker
X01140,F,43,NW,18600.0,FNB,1,0,Stop order,Broker
X01141,F,39,FS,27600.0,FNB,1,1,Debit order,Broker
X01142,Male,43,GP,18900.0,ABSA,2,0,Debit order,Broker
X01143,M,49,WC,4100.0,Standard,3,2,Debit order,Broker
X01144,F,34,KZN,8200.0,Nedbank,4,0,Stop order,Broker
X01145,M,51,GP,2700.0,ABSA,5,0,Debit order,Internal
X01146,F,50,GP,21700.0,Standard,7,0,Stop order,Internal
X01147,M,34,EC,23100.0,ABSA,1,0,Stop order,Digital
X01148,F,38,WC,3600.0,Capitec,3,1,Debit order,Internal
X01149,F,42,EC,3800.0,Capitec,3,0,Debit order,Digital
X01150,Male,47,MP,7700.0,ABSA,3,2,Debit order,Internal
X01151,Female,44,EC,8400.0,FNB,7,1,Debit order,Broker
X01152,M,47,GP,61900.0,Nedbank,4,1,Debit order,Broker
X01153,F,49,NW,6100.0,Nedbank,3,1,Debit order,Internal
X01154,F,41,WC,4600.0,Capitec,1,0,Debit order,Internal
X01155,M,48,WC,23400.0,ABSA,1,0,Debit order,Broker
X01156,M,44,GP,14400.0,Nedbank,3,1,Debit order,Broker
X01157,F,35,GP,11000.0,Capitec,1,0,Debit order,Broker
X01158,F,43,MP,27000.0,Standard,3,4,Debit order,Broker
X01159,M,52,LP,33000.0,ABSA,2,2,Debit order,Broker
X01160,F,50,FS,8400.0,Capitec,3,1,Debit order,Internal
X01161,Female,46,KZN,7700.0,Capitec,2,0,Debit order,Internal
X01162,F,60,WC,12900.0,Standard,3,0,Stop order,Broker
X01163,M,38,LP,7200.0,Capitec,2,0,Debit order,Broker
X01164,M,48,KZN,2500.0,ABSA,4,1,Stop order,Broker
X01165,M,40,GP,22200.0,Capitec,3,1,Debit order,Internal
X01166,M,42,EC,4000.0,FNB,3,0,Debit order,Broker
X01167,M,44,WC,8700.0,FNB,5,1,Debit order,Broker
X01168,M,53,NW,20700.0,Capitec,2,0,Debit order,Internal
X01169,M,53,MP,6100.0,Capitec,1,1,Debit order,Broker
X01170,M,50,EC,,ABSA,9,0,Debit order,Internal
X01171,F,36,WC,6900.0,FNB,2,0,Debit order,Broker
X01172,M,46,KZN,57600.0,ABSA,2,1,Debit order,Broker
X01173,M,42,GP,5200.0,ABSA,3,0,Debit order,Broker
X01174,M,51,WC,14600.0,FNB,10,0,Stop order,Internal
X01175,M,49,WC,54900.0,Standard,1,2,Debit order,Broker
X01176,M,37,GP,6700.0,Capitec,5,0,Debit order,Internal
X01177,F,41,LP,18400.0,Capitec,1,1,Debit order,Digital
X01178,M,43,WC,6700.0,Standard,1,2,Stop order,Broker
X01179,M,61,EC,22700.0,Nedbank,1,0,Debit order,Broker
X01180,M,54,GP,4600.0,Other,2,2,Debit order,Broker
X01181,F,48,KZN,,,3,1,,Internal
X01182,M,49,GP,78700.0,ABSA,1,0,Debit order,Broker
X01183,F,43,WC,23000.0,Nedbank,1,2,Debit order,Broker
X01184,F,48,KZN,15500.0,FNB,1,1,Debit order,Broker
X01185,F,44,KZN,91400.0,ABSA,1,0,Stop order,Broker
X01186,M,38,NW,27400.0,Nedbank,3,1,Debit order,Digital
X01187,F,41,WC,14200.0,Nedbank,6,0,Stop order,Internal
X01188,M,35,NW,,,3,0,,Broker
X01189,M,59,GP,54600.0,ABSA,5,1,Debit order,Broker
X01190,F,60,WC,17800.0,Standard,3,2,Stop order,Broker
X01191,Male,39,KZN,5200.0,FNB,1,0,Debit order,Internal
X01192,F,49,WC,15400.0,FNB,2,0,Debit order,Broker
X01193,F,47,KZN,14300.0,Standard,5,0,Debit order,Internal
X01194,M,38,GP,25200.0,FNB,4,1,Stop order,Internal
X01195,M,42,MP,14500.0,Capitec,2,2,Debit order,Broker
X01196,F,43,KZN,10800.0,ABSA,6,2,Stop order,Broker
X01197,M,48,MP,12200.0,FNB,2,1,Debit order,Broker
X01198,F,41,WC,5800.0,Capitec,5,3,Debit order,Internal
X01199,F,48,WC,10800.0,Capitec,1,1,Debit order,Internal
X01200,F,44,KZN,19300.0,FNB,1,1,Stop order,Internal
X01201,M,48,EC,66000.0,Standard,4,0,Debit order,Broker
X01202,F,28,WC,5500.0,Standard,10,1,Debit order,Internal
X01203,F,46,MP,,FNB,2,0,Debit order,Broker
X01204,M,40,WC,9600.0,FNB,2,0,Debit order,Broker
X01205,F,37,WC,,Capitec,3,3,Debit order,Internal
X01206,M,52,WC,33500.0,FNB,3,0,Debit order,Broker
X01207,Male,48,KZN,26900.0,ABSA,2,0,Stop order,Internal
X01208,M,51,GP,14800.0,Capitec,1,1,Debit order,Broker
X01209,F,36,GP,11000.0,ABSA,10,4,Debit order,Broker
X01210,Male,60,WC,2600.0,Capitec,3,1,Debit order,Internal
X01211,F,37,FS,7300.0,Nedbank,1,1,Stop order,Broker
X01212,F,50,WC,17100.0,Standard,2,1,Debit order,Internal
X01213,F,45,FS,9200.0,Capitec,6,0,Debit order,Internal
X01214,M,50,EC,17600.0,FNB,2,0,Debit order,Broker
X01215,F,39,WC,24400.0,Capitec,6,0,Debit order,Broker
X01216,M,47,NC,9000.0,Capitec,4,2,Debit order,Internal
X01217,F,36,GP,5900.0,Capitec,8,4,Debit order,Broker
X01218,F,38,EC,13300.0,Capitec,2,0,Debit order,Internal
X01219,F,46,KZN,5100.0,Capitec,2,0,Debit order,Internal
X01220,M,52,GP,19700.0,FNB,1,0,Debit order,Internal
X01221,M,55,KZN,3700.0,Capitec,3,4,Debit order,Broker
X01222,M,30,KZN,6100.0,Standard,4,1,Debit order,Internal
X01223,F,47,GP,15400.0,FNB,3,1,Debit order,Broker
X01224,F,51,EC,26500.0,Standard,1,0,Debit order,Internal
X01225,M,46,GP,5300.0,Capitec,9,1,Debit order,Broker
X01226,Male,48,WC,28900.0,Standard,4,1,Stop order,Broker
X01227,M,50,WC,18400.0,Nedbank,2,1,Debit order,Internal
X01228,F,49,WC,13800.0,Capitec,1,2,Debit order,Broker
X01229,Female,45,GP,21000.0,Capitec,3,0,Debit order,Broker
X01230,M,42,GP,14400.0,ABSA,1,0,Debit order,Internal
X01231,Male,28,GP,30000.0,Capitec,2,0,Debit order,Broker
X01232,M,60,WC,6000.0,Capitec,2,0,Debit order,Digital
X01233,M,45,KZN,,FNB,3,0,Debit order,Internal
X01234,F,40,WC,13900.0,Capitec,2,0,Debit order,Internal
X01235,M,39,WC,,Nedbank,5,1,Debit order,Broker
X01236,M,39,GP,5800.0,FNB,1,1,Debit order,Broker
X01237,F,42,EC,63700.0,Nedbank,2,0,Stop order,Broker
X01238,F,31,LP,6500.0,Capitec,2,2,Debit order,Broker
X01239,F,53,MP,5400.0,Capitec,1,3,Debit order,Digital
X01240,F,52,NW,3000.0,FNB,2,2,Debit order,Broker
X01241,Female,54,KZN,11800.0,Capitec,1,1,Debit order,Internal
X01242,Female,36,GP,,ABSA,4,0,Debit order,Broker
X01243,F,44,MP,6500.0,Capitec,8,0,Debit order,Internal
X01244,F,51,FS,43500.0,ABSA,10,0,Stop order,Broker
X01245,F,45,EC,5100.0,ABSA,2,0,Debit order,Internal
X01246,M,49,WC,41300.0,ABSA,2,0,Debit order,Digital
X01247,Male,52,EC,12600.0,Capitec,2,0,Debit order,Broker
X01248,M,44,LP,38100.0,Capitec,4,0,Debit order,Broker
X01249,F,46,KZN,4000.0,Capitec,1,1,Debit order,Broker
X01250,F,29,LP,6200.0,ABSA,4,0,Debit order,Internal
X01251,F,41,NW,31200.0,Standard,3,1,Debit order,Broker
X01252,M,42,NW,3500.0,Capitec,1,1,Debit order,Broker
X01253,F,48,WC,12200.0,Capitec,2,1,Debit order,Broker
X01254,M,48,FS,46500.0,Nedbank,2,1,Debit order,Broker
X01255,F,42,WC,26300.0,FNB,1,0,Debit order,Broker
X01256,F,48,GP,4200.0,,1,0,,Brooker
X01257,Male,51,GP,7200.0,FNB,1,0,Debit order,Internal
X01258,F,40,EC,,FNB,2,0,Debit order,Internal
X01259,M,41,GP,23000.0,Standard,1,0,Stop order,Internal
X01260,M,38,MP,19300.0,FNB,3,4,Debit order,Broker
X01261,M,29,WC,,FNB,2,0,Debit order,Internal
X01262,F,43,WC,24400.0,Nedbank,1,1,Stop order,Internal
X01263,F,34,EC,17800.0,Nedbank,1,4,Debit order,Broker
X01264,M,50,WC,5500.0,ABSA,2,0,Debit order,Broker
X01265,F,41,FS,11700.0,Capitec,2,1,Debit order,Broker
X01266,F,54,KZN,28500.0,Capitec,2,0,Debit order,Broker
X01267,F,38,KZN,10600.0,FNB,1,5,Debit order,Internal
X01268,M,47,WC,23300.0,Nedbank,1,0,Stop order,Internal
X01269,M,59,MP,18300.0,Standard,2,4,Stop order,Broker
X01270,Male,55,MP,4600.0,Capitec,2,1,Debit order,Internal
X01271,F,47,WC,6000.0,Capitec,5,1,Debit order,Broker
X01272,M,44,GP,8000.0,Capitec,3,1,Debit order,Internal
X01273,M,54,WC,6400.0,Capitec,1,0,Debit order,Internal
X01274,F,45,EC,55400.0,Standard,6,2,Debit order,Broker
X01275,M,64,NC,22200.0,Standard,1,1,Debit order,Internal
X01276,F,49,GP,38900.0,ABSA,2,0,Debit order,Broker
X01277,M,33,GP,12000.0,Capitec,5,1,Debit order,Digital
X01278,F,48,GP,31100.0,FNB,1,0,Debit order,Broker
X01279,F,41,KZN,6500.0,Standard,7,0,Debit order,Broker
X01280,F,57,LP,29900.0,Capitec,3,0,Debit order,Broker
X01281,M,35,WC,4100.0,Capitec,1,2,Debit order,Broker
X01282,M,39,WC,,Capitec,2,0,Debit order,Internal
X01283,M,38,MP,,Capitec,2,1,Debit order,Broker
X01284,F,35,WC,5300.0,FNB,5,1,Debit order,Internal
X01285,M,43,EC,6700.0,FNB,9,1,Stop order,Broker
X01286,M,37,WC,8100.0,Capitec,1,0,Debit order,Digital
X01287,M,45,FS,14500.0,Nedbank,2,1,Debit order,Broker
X01288,M,59,GP,3400.0,Standard,1,0,Debit order,Broker
X01289,F,48,NC,5800.0,Capitec,5,5,Debit order,Broker
X01290,M,38,NW,10000.0,FNB,1,3,Stop order,Internal
X01291,F,44,NW,17300.0,FNB,2,1,Debit order,Digital
X01292,M,40,WC,93400.0,FNB,1,4,Debit order,Broker
X01293,M,32,WC,13300.0,ABSA,1,0,Stop order,Broker
X01294,M,33,FS,2900.0,Capitec,6,2,Debit order,Broker
X01295,Male,52,KZN,14000.0,Capitec,1,1,Debit order,Broker
X01296,M,42,WC,2600.0,Capitec,4,0,Debit order,Broker
X01297,F,44,KZN,18800.0,Nedbank,1,2,Debit order,Internal
X01298,M,35,GP,3100.0,Capitec,4,0,Debit order,Broker
X01299,Male,40,LP,23500.0,Capitec,1,3,Debit order,Broker
X01300,F,39,FS,13500.0,Capitec,1,2,Debit order,Broker
X01301,M,44,WC,10400.0,Capitec,7,1,Debit order,Broker
X01302,M,42,KZN,53300.0,FNB,1,0,Debit order,Broker
X01303,F,41,FS,2000.0,Capitec,3,1,Debit order,Broker
X01304,Female,41,GP,4200.0,Standard,2,1,Debit order,Broker
X01305,F,51,LP,10200.0,Nedbank,2,2,Debit order,Broker
X01306,M,54,MP,2600.0,ABSA,4,0,Debit order,Broker
X01307,Female,39,EC,2300.0,Capitec,1,2,Debit order,Broker
X01308,M,39,MP,5000.0,Capitec,3,0,Debit order,Broker
X01309,F,36,WC,3600.0,Standard,3,0,Debit order,Broker
X01310,F,51,GP,44000.0,Standard,2,0,Debit order,Broker
X01311,M,50,EC,22100.0,Capitec,6,0,Debit order,Broker
X01312,M,44,MP,2500.0,Capitec,8,0,Debit order,Broker
X01313,M,45,GP,22300.0,FNB,3,1,Debit order,Broker
X01314,M,56,LP,26100.0,ABSA,1,0,Debit order,Internal
X01315,F,35,NC,8900.0,FNB,3,2,Stop order,Broker
X01316,M,41,GP,,FNB,3,1,Debit order,Broker
X01317,F,50,KZN,52400.0,ABSA,5,0,Debit order,Broker
X01318,M,50,WC,24300.0,ABSA,2,2,Debit order,Internal
X01319,M,45,NC,9100.0,Capitec,3,0,Debit order,Internal
X01320,F,44,GP,18500.0,Capitec,3,0,Debit order,Broker
X01321,F,36,GP,7800.0,Capitec,1,2,Debit order,Internal
X01322,Male,34,FS,6200.0,Standard,10,1,Debit order,Broker
X01323,F,35,KZN,34100.0,Other,4,0,Debit order,Broker
X01324,Female,42,KZN,18200.0,Capitec,4,2,Debit order,Broker
X01325,M,40,GP,57400.0,FNB,1,2,Debit order,Broker
X01326,M,51,MP,32800.0,Standard,2,3,Debit order,Broker
X01327,M,42,MP,23300.0,FNB,2,0,Debit order,Internal
X01328,M,47,WC,17500.0,Capitec,4,1,Debit order,Internal
X01329,F,38,KZN,11300.0,Nedbank,1,1,Stop order,Broker
X01330,M,52,MP,33300.0,FNB,1,0,Debit order,Broker
X01331,M,56,WC,17100.0,Capitec,1,0,Debit order,Internal
X01332,F,59,MP,5600.0,Capitec,10,1,Debit order,Internal
X01333,M,40,EC,31600.0,Capitec,3,2,Debit order,Broker
X01334,F,39,GP,16500.0,Capitec,8,1,Debit order,Broker
X01335,M,55,KZN,5500.0,Capitec,4,2,Debit order,Internal
X01336,M,61,GP,29800.0,ABSA,4,0,Debit order,Broker
X01337,Male,60,KZN,64100.0,Other,6,0,Debit order,Broker
X01338,Male,51,MP,13200.0,Capitec,2,2,Debit order,Broker
X01339,M,46,GP,6500.0,FNB,1,0,Debit order,Digital
X01340,M,56,LP,22200.0,Capitec,1,0,Debit order,Internal
X01341,F,49,WC,4800.0,Capitec,2,5,Debit order,Broker
X01342,F,40,KZN,6300.0,Nedbank,1,2,Stop order,Internal
X01343,M,41,WC,6600.0,Standard,3,0,Debit order,Broker
X01344,M,44,WC,6600.0,Capitec,1,1,Debit order,Broker
X01345,Male,50,GP,10400.0,Capitec,2,0,Debit order,Internal
X01346,Male,39,EC,12100.0,Nedbank,1,0,Debit order,Internal
X01347,F,39,WC,14900.0,Nedbank,10,0,Stop order,Internal
X01348,F,52,KZN,9100.0,Capitec,1,0,Debit order,Broker
X01349,M,51,WC,,FNB,2,2,Debit order,Broker
X01350,M,48,NW,28600.0,Capitec,3,1,Debit order,Broker
X01351,M,45,MP,4600.0,Capitec,2,0,Debit order,Broker
X01352,Female,48,GP,3900.0,ABSA,4,0,Debit order,Internal
X01353,F,46,GP,10800.0,Nedbank,8,1,Debit order,Internal
X01354,F,42,WC,9800.0,Capitec,1,1,Debit order,Broker
X01355,F,46,GP,3000.0,Capitec,9,1,Debit order,Internal
X01356,Female,46,GP,5500.0,ABSA,3,1,Debit order,Internal
X01357,M,49,GP,34900.0,FNB,3,1,Stop order,Broker
X01358,M,39,KZN,3700.0,Standard,1,0,Debit order,Broker
X01359,M,57,KZN,22700.0,ABSA,5,0,Debit order,Internal
X01360,F,34,GP,8300.0,Capitec,4,0,Debit order,Internal
X01361,M,54,WC,18200.0,FNB,1,2,Debit order,Broker
X01362,M,42,GP,50600.0,FNB,6,0,Debit order,Broker
X01363,F,32,KZN,6100.0,Capitec,2,0,Debit order,Internal
X01364,F,49,GP,10300.0,Capitec,1,1,Debit order,Internal
X01365,M,51,KZN,7400.0,FNB,4,1,Debit order,Broker
X01366,F,53,NW,9600.0,Capitec,2,2,Debit order,Broker
X01367,M,66,WC,14400.0,FNB,7,3,Debit order,Internal
X01368,F,50,LP,13100.0,Capitec,7,3,Debit order,Internal
X01369,F,49,EC,15700.0,Capitec,8,0,Debit order,Broker
X01370,M,42,KZN,11700.0,FNB,2,1,Stop order,Broker
X01371,F,43,FS,2400.0,ABSA,3,0,Debit order,Broker
X01372,F,41,EC,29900.0,ABSA,4,0,Debit order,Broker
X01373,M,41,LP,6600.0,Capitec,4,2,Debit order,Digital
X01374,M,42,KZN,9200.0,Capitec,2,2,Debit order,Internal
X01375,Male,44,MP,11600.0,FNB,1,0,Stop order,Broker
X01376,F,47,GP,40500.0,Capitec,6,5,Debit order,Broker
X01377,M,42,NC,5400.0,ABSA,5,1,Stop order,Broker
X01378,M,48,GP,10600.0,Capitec,6,1,Debit order,Broker
X01379,M,48,GP,,,1,0,,Broker
X01380,F,50,NW,15300.0,Capitec,9,1,Debit order,Broker
X01381,F,34,GP,4700.0,FNB,1,0,Debit order,Broker
X01382,Male,53,EC,,FNB,10,1,Stop order,Broker
X01383,M,45,NC,12400.0,Capitec,1,2,Debit order,Broker
X01384,F,45,EC,,Standard,1,0,Stop order,Broker
X01385,M,52,GP,18100.0,Capitec,1,0,Debit order,Internal
X01386,F,42,KZN,6600.0,Nedbank,3,1,Stop order,Internal
X01387,M,31,GP,4500.0,ABSA,3,0,Debit order,Internal
X01388,M,48,EC,15200.0,FNB,2,0,Debit order,Broker
X01389,F,36,GP,3100.0,Capitec,1,0,Debit order,Broker
X01390,M,51,WC,,FNB,1,0,Debit order,Broker
X01391,F,43,GP,7000.0,Capitec,1,0,Debit order,Broker
X01392,F,37,GP,5200.0,Other,3,1,Stop order,Internal
X01393,M,42,GP,,Capitec,4,1,Debit order,Digital
X01394,M,47,KZN,10500.0,ABSA,1,0,Debit order,Broker
X01395,F,49,WC,6100.0,Standard,3,0,Stop order,Internal
X01396,F,29,LP,43600.0,FNB,10,0,Debit order,Broker
X01397,F,28,NW,3700.0,FNB,7,2,Debit order,Internal
X01398,M,49,NC,3300.0,Nedbank,2,0,Debit order,Internal
X01399,F,36,FS,25400.0,Capitec,2,1,Debit order,Broker
X01400,Female,49,GP,,Standard,6,1,Stop order,Broker
X01401,F,52,GP,9100.0,Nedbank,1,0,Debit order,Internal
X01402,F,56,FS,8800.0,Capitec,1,2,Debit order,Broker
X01403,M,52,FS,3600.0,Capitec,1,0,Debit order,Broker
X01404,F,37,WC,11700.0,Capitec,3,2,Debit order,Brooker
X01405,F,47,KZN,9400.0,Capitec,1,2,Debit order,Internal
X01406,F,41,GP,8000.0,Capitec,7,0,Debit order,Broker
X01407,F,47,WC,8400.0,ABSA,6,2,Debit order,Internal
X01408,M,54,KZN,2900.0,Capitec,3,3,Debit order,Broker
X01409,F,39,GP,8100.0,Capitec,1,0,Debit order,Broker
X01410,M,47,KZN,32200.0,ABSA,2,0,Debit order,Broker
X01411,Female,57,GP,23800.0,Nedbank,4,1,Stop order,Internal
X01412,M,44,FS,4400.0,Capitec,5,1,Debit order,Broker
X01413,F,44,GP,6800.0,Capitec,6,0,Debit order,Internal
X01414,Male,42,WC,34300.0,Nedbank,1,0,Debit order,Broker
X01415,M,54,FS,,FNB,3,0,Debit order,Broker
X01416,F,48,NC,38900.0,Nedbank,2,1,Debit order,Broker
X01417,M,41,KZN,9100.0,Standard,4,0,Stop order,Internal
X01418,M,32,KZN,4700.0,ABSA,2,0,Debit order,Broker
X01419,Male,49,NW,12200.0,Nedbank,2,0,Debit order,Broker
X01420,M,38,MP,39700.0,ABSA,10,0,Debit order,Broker
X01421,M,49,EC,49100.0,ABSA,1,1,Stop order,Broker
X01422,M,37,KZN,,Capitec,2,0,Debit order,Broker
X01423,F,50,WC,30300.0,FNB,5,0,Debit order,Broker
X01424,M,39,MP,7300.0,Standard,1,4,Debit order,Internal
X01425,M,57,LP,2700.0,FNB,1,1,Debit order,Internal
X01426,M,50,NW,81000.0,Standard,4,2,Debit order,Broker
X01427,M,44,WC,8500.0,Standard,6,0,Stop order,Broker
X01428,M,49,LP,11800.0,Capitec,9,1,Debit order,Broker
X01429,F,39,GP,3200.0,Standard,1,1,Stop order,Broker
X01430,F,45,FS,21700.0,ABSA,5,1,Debit order,Broker
X01431,M,47,EC,50600.0,Standard,3,2,Debit order,Broker
X01432,M,45,MP,65000.0,Standard,3,1,Stop order,Broker
X01433,F,47,GP,29500.0,Nedbank,1,0,Stop order,Broker
X01434,M,46,MP,20300.0,ABSA,2,1,Stop order,Broker
X01435,F,46,FS,4800.0,ABSA,1,0,Debit order,Broker
X01436,F,31,EC,17500.0,FNB,9,0,Debit order,Broker
X01437,F,35,EC,4100.0,Capitec,1,0,Debit order,Internal
X01438,M,44,NW,5300.0,Capitec,2,3,Debit order,Internal
X01439,M,48,EC,,Capitec,4,3,Debit order,Broker
X01440,F,41,EC,7600.0,Standard,2,0,Debit order,Broker
X01441,M,51,EC,61800.0,FNB,2,0,Stop order,Broker
X01442,M,43,WC,74100.0,ABSA,5,0,Debit order,Internal
X01443,F,40,NC,18000.0,FNB,2,0,Debit order,Broker
X01444,M,51,WC,14200.0,Capitec,1,0,Debit order,Internal
X01445,F,49,WC,19300.0,ABSA,5,1,Debit order,Broker
X01446,M,39,GP,40500.0,Standard,1,1,Debit order,Internal
X01447,M,43,KZN,14800.0,Standard,6,1,Stop order,Internal
X01448,M,46,KZN,6700.0,Capitec,4,0,Debit order,Internal
X01449,F,46,WC,14100.0,Capitec,2,0,Debit order,Broker
X01450,M,53,KZN,4200.0,FNB,1,1,Debit order,Internal
X01451,M,42,EC,4600.0,Capitec,1,2,Debit order,Broker
X01452,F,34,NW,7200.0,Standard,1,4,Debit order,Internal
X01453,M,47,EC,51700.0,ABSA,10,0,Debit order,Broker
X01454,F,42,WC,15500.0,Standard,2,0,Stop order,Internal
X01455,F,34,MP,20100.0,Capitec,3,0,Debit order,Internal
X01456,M,53,WC,45900.0,Standard,2,2,Debit order,Broker
X01457,F,46,KZN,9300.0,Capitec,3,2,Debit order,Broker
X01458,Male,45,NW,14700.0,Capitec,4,0,Debit order,Broker
X01459,F,48,GP,8100.0,Capitec,2,1,Debit order,Broker
X01460,F,44,GP,6000.0,Capitec,1,1,Debit order,Internal
X01461,Female,42,WC,4300.0,Capitec,3,2,Debit order,Internal
X01462,M,42,KZN,,Capitec,4,1,Debit order,Broker
X01463,F,57,LP,5600.0,Capitec,5,1,Debit order,Internal
X01464,F,44,EC,31500.0,Capitec,4,1,Debit order,Internal
X01465,F,45,KZN,6000.0,ABSA,3,1,Debit order,Internal
X01466,F,35,KZN,32500.0,FNB,5,0,Debit order,Broker
X01467,Male,44,EC,11700.0,Capitec,5,1,Debit order,Internal
X01468,M,49,WC,10800.0,Standard,3,1,Debit order,Internal
X01469,F,36,KZN,20400.0,Standard,6,1,Stop order,Internal
X01470,Female,40,KZN,20200.0,FNB,8,0,Debit order,Internal
X01471,M,41,WC,67400.0,Nedbank,2,2,Debit order,Broker
X01472,F,30,KZN,41100.0,FNB,1,1,Debit order,Broker
X01473,F,46,KZN,10600.0,Standard,2,0,Stop order,Internal
X01474,F,51,NW,22400.0,Standard,5,1,Debit order,Broker
X01475,F,46,GP,,Capitec,1,0,Debit order,Broker
X01476,M,52,GP,,Standard,4,1,Stop order,Broker
X01477,F,43,GP,12100.0,FNB,1,0,Debit order,Broker
X01478,M,39,KZN,14600.0,Nedbank,1,2,Stop order,Broker
X01479,M,48,WC,34700.0,FNB,1,2,Debit order,Broker
X01480,F,38,KZN,16500.0,Standard,3,1,Debit order,Broker
X01481,F,40,WC,7200.0,Capitec,1,0,Debit order,Broker
X01482,M,56,WC,36200.0,Capitec,2,2,Debit order,Internal
X01483,Male,45,KZN,29000.0,Nedbank,5,0,Stop order,Broker
X01484,Male,47,EC,5100.0,Capitec,1,1,Debit order,Internal
X01485,F,46,EC,6500.0,Standard,3,0,Debit order,Internal
X01486,F,50,GP,5900.0,Capitec,1,0,Debit order,Broker
X01487,M,49,EC,40200.0,Nedbank,1,1,Debit order,Internal
X01488,F,41,KZN,8900.0,ABSA,9,1,Stop order,Broker
X01489,Male,52,MP,5800.0,Standard,2,2,Debit order,Internal
X01490,F,48,EC,21800.0,Capitec,3,0,Debit order,Broker
X01491,F,34,WC,14000.0,ABSA,1,1,Debit order,Broker
X01492,M,49,MP,29500.0,Standard,7,0,Debit order,Broker
X01493,Male,48,GP,44200.0,FNB,10,0,Debit order,Broker
X01494,M,44,MP,4800.0,FNB,1,0,Debit order,Digital
X01495,M,37,GP,10600.0,ABSA,2,1,Stop order,Broker
X01496,M,35,FS,71600.0,FNB,3,2,Debit order,Broker
X01497,F,52,KZN,17000.0,Capitec,5,0,Debit order,Internal
X01498,Male,36,KZN,3100.0,Capitec,1,2,Debit order,Broker
X01499,M,44,KZN,45300.0,ABSA,9,0,Debit order,Broker
X01500,F,43,KZN,2900.0,Capitec,2,0,Debit order,Internal
X01501,M,46,GP,3200.0,Capitec,3,1,Debit order,Internal
X01502,Male,52,GP,12100.0,ABSA,2,2,Debit order,Broker
X01503,F,53,WC,9700.0,ABSA,1,0,Debit order,Broker
X01504,F,40,GP,16900.0,Nedbank,10,1,Stop order,Internal
X01505,M,36,NC,5000.0,Other,1,2,Stop order,Internal
X01506,M,44,WC,18000.0,FNB,2,0,Debit order,Broker
X01507,F,51,KZN,38900.0,Nedbank,1,0,Debit order,Broker
X01508,M,49,KZN,2300.0,Capitec,2,0,Debit order,Digital
X01509,M,40,KZN,22900.0,FNB,2,1,Debit order,Broker
X01510,Male,38,NW,3900.0,FNB,1,0,Stop order,Internal
X01511,F,39,NW,2900.0,Capitec,6,2,Debit order,Internal
X01512,F,39,GP,30800.0,Capitec,3,0,Debit order,Internal
X01513,F,45,WC,6400.0,FNB,1,1,Debit order,Internal
X01514,Male,48,NW,,Other,2,0,Debit order,Broker
X01515,F,42,WC,14600.0,Capitec,4,3,Debit order,Broker
